Garage entries-exits by garage,,,,,
Facility Name,Sutter Stockton Garage,Off Street Parking ID,949,Parking Management District,Downtown
Usage Type,Date,Total Entries,Total Exits,,
,12/7/2011,0,0,,
,12/8/2011,0,0,,
,12/9/2011,0,0,,
,12/10/2011,0,0,,
,12/11/2011,1,0,,
,12/12/2011,0,0,,
,12/13/2011,0,0,,
,12/14/2011,1,0,,
,12/15/2011,3,0,,
,12/16/2011,1,0,,
,12/17/2011,5,0,,
,12/18/2011,16,0,,
,12/19/2011,201,200,,
,12/20/2011,207,185,,
,12/21/2011,197,164,,
,12/22/2011,189,163,,
,12/23/2011,126,110,,
,12/24/2011,54,46,,
,12/25/2011,36,26,,
,12/26/2011,71,63,,
,12/27/2011,118,31,,
,12/28/2011,135,32,,
,12/29/2011,125,42,,
,12/30/2011,110,24,,
,12/31/2011,57,12,,
,1/1/2012,33,12,,
,1/2/2012,70,19,,
,1/3/2012,204,46,,
,1/4/2012,219,53,,
,1/5/2012,215,49,,
,1/6/2012,201,51,,
,1/7/2012,70,22,,
,1/8/2012,60,19,,
,1/9/2012,215,42,,
,1/10/2012,225,47,,
,1/11/2012,213,48,,
,1/12/2012,226,41,,
,1/13/2012,211,43,,
,1/14/2012,82,25,,
,1/15/2012,52,10,,
,1/16/2012,131,36,,
,1/17/2012,229,46,,
,1/18/2012,222,60,,
,1/19/2012,200,54,,
,1/20/2012,194,38,,
,1/21/2012,80,20,,
,1/22/2012,49,19,,
,1/23/2012,204,41,,
,1/24/2012,216,42,,
,1/25/2012,213,37,,
,1/26/2012,211,46,,
,1/27/2012,209,49,,
,1/28/2012,85,23,,
,1/29/2012,65,27,,
,1/30/2012,216,44,,
,1/31/2012,215,47,,
,2/1/2012,181,42,,
,2/2/2012,223,49,,
,2/3/2012,207,40,,
,2/4/2012,72,21,,
,2/5/2012,73,26,,
,2/6/2012,202,49,,
,2/7/2012,221,49,,
,2/8/2012,212,50,,
,2/9/2012,207,44,,
,2/10/2012,193,38,,
,2/11/2012,79,32,,
,2/12/2012,70,21,,
,2/13/2012,220,50,,
,2/14/2012,226,50,,
,2/15/2012,220,53,,
,2/16/2012,225,53,,
,2/17/2012,196,42,,
,2/18/2012,75,30,,
,2/19/2012,56,20,,
,2/20/2012,94,20,,
,2/21/2012,204,46,,
,2/22/2012,227,49,,
,2/23/2012,206,52,,
,2/24/2012,189,39,,
,2/25/2012,82,28,,
,2/26/2012,76,30,,
,2/27/2012,199,41,,
,2/28/2012,233,53,,
,2/29/2012,218,48,,
,3/1/2012,222,61,,
,3/2/2012,196,40,,
,3/3/2012,79,27,,
,3/4/2012,60,22,,
,3/5/2012,198,47,,
,3/6/2012,199,47,,
,3/7/2012,206,52,,
,3/8/2012,216,61,,
,3/9/2012,210,53,,
,3/10/2012,76,26,,
,3/11/2012,67,18,,
,3/12/2012,229,51,,
,3/13/2012,214,57,,
,3/14/2012,207,49,,
,3/15/2012,209,54,,
,3/16/2012,199,38,,
,3/17/2012,74,25,,
,3/18/2012,58,23,,
,3/19/2012,215,53,,
,3/20/2012,230,57,,
,3/21/2012,212,40,,
,3/22/2012,231,50,,
,3/23/2012,208,42,,
,3/24/2012,84,21,,
,3/25/2012,64,14,,
,3/26/2012,212,56,,
,3/27/2012,214,58,,
,3/28/2012,210,36,,
,3/29/2012,211,58,,
,3/30/2012,216,47,,
,3/31/2012,77,28,,
,4/1/2012,56,22,,
,4/2/2012,200,45,,
,4/3/2012,215,48,,
,4/4/2012,226,44,,
,4/5/2012,220,50,,
,4/6/2012,183,42,,
,4/7/2012,75,16,,
,4/8/2012,49,16,,
,4/9/2012,191,40,,
,4/10/2012,217,54,,
,4/11/2012,209,43,,
,4/12/2012,218,56,,
,4/13/2012,177,38,,
,4/14/2012,85,24,,
,4/15/2012,62,22,,
,4/16/2012,215,49,,
,4/17/2012,237,57,,
,4/18/2012,219,45,,
,4/19/2012,214,44,,
,4/20/2012,215,48,,
,4/21/2012,75,23,,
,4/22/2012,66,14,,
,4/23/2012,211,49,,
,4/24/2012,243,60,,
,4/25/2012,225,43,,
,4/26/2012,219,51,,
,4/27/2012,199,38,,
,4/28/2012,72,16,,
,4/29/2012,61,15,,
,4/30/2012,232,42,,
,5/1/2012,222,52,,
,5/2/2012,212,48,,
,5/3/2012,216,44,,
,5/4/2012,213,39,,
,5/5/2012,77,16,,
,5/6/2012,61,16,,
,5/7/2012,221,50,,
,5/8/2012,238,43,,
,5/9/2012,218,41,,
,5/10/2012,221,44,,
,5/11/2012,200,42,,
,5/12/2012,81,20,,
,5/13/2012,52,11,,
,5/14/2012,213,44,,
,5/15/2012,217,41,,
,5/16/2012,228,50,,
,5/17/2012,224,56,,
,5/18/2012,223,38,,
,5/19/2012,92,31,,
,5/20/2012,68,19,,
,5/21/2012,212,49,,
,5/22/2012,217,41,,
,5/23/2012,223,41,,
,5/24/2012,222,38,,
,5/25/2012,184,32,,
,5/26/2012,69,19,,
,5/27/2012,53,12,,
,5/28/2012,58,18,,
,5/29/2012,220,51,,
,5/30/2012,230,39,,
,5/31/2012,226,56,,
,6/1/2012,197,42,,
,6/2/2012,86,23,,
,6/3/2012,72,13,,
,6/4/2012,216,40,,
,6/5/2012,233,39,,
,6/6/2012,215,46,,
,6/7/2012,219,53,,
,6/8/2012,215,36,,
,6/9/2012,72,20,,
,6/10/2012,59,18,,
,6/11/2012,212,48,,
,6/12/2012,213,41,,
,6/13/2012,209,49,,
,6/14/2012,220,80,,
,6/15/2012,204,45,,
,6/16/2012,90,29,,
,6/17/2012,60,19,,
,6/18/2012,206,38,,
,6/19/2012,229,47,,
,6/20/2012,219,53,,
,6/21/2012,223,45,,
,6/22/2012,206,42,,
,6/23/2012,82,18,,
,6/24/2012,54,20,,
,6/25/2012,215,31,,
,6/26/2012,227,47,,
,6/27/2012,209,48,,
,6/28/2012,3,6,,
